工作表,行号,A_值,A_公式,B_值,B_公式,C_值,C_公式,D_值,D_公式,E_值,E_公式,F_值,F_公式,G_值,G_公式,H_值,H_公式,I_值,I_公式,J_值,J_公式,K_值,K_公式,L_值,L_公式,M_值,M_公式,N_值,N_公式,O_值,O_公式,P_值,P_公式,Q_值,Q_公式,R_值,R_公式,S_值,S_公式,T_值,T_公式,U_值,U_公式,V_值,V_公式,W_值,W_公式,X_值,X_公式,Y_值,Y_公式,Z_值,Z_公式,AA_值,AA_公式,AB_值,AB_公式,AC_值,AC_公式,AD_值,AD_公式,AE_值,AE_公式
KSK线束BOM明细,138,6608442966,,组合式充电插座线束总成,,10800507250,,防水栓,,N,,A03011408,,,,4,,PCS,,赫尔斯曼,,客户指定,,,,"=IFERROR(VLOOKUP($C138,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C138,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C138,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C138,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C138,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C138,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C138,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C138,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C138,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C138,二次物料明细!$A:$O,12,0),0)",=O138/1000*18.91+P138/1000*76.45+Q138/1000,=O138/1000*18.91+P138/1000*76.45+Q138/1000,=(N138+R138)*H138,=(N138+R138)*H138,=O138/1000*H138,=O138/1000*H138,=P138*H138,=P138*H138,=R138*H138,=R138*H138,"=IFERROR(VLOOKUP($C138,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C138,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C138,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C138,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C138,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C138,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,139,6608442966,,组合式充电插座线束总成,,K03006773,,DC接地端子,,N,,/,,,,1,,PCS,,丰迪/荣盛达,,★,,,,"=IFERROR(VLOOKUP($C139,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C139,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C139,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C139,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C139,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C139,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C139,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C139,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C139,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C139,二次物料明细!$A:$O,12,0),0)",=O139/1000*18.91+P139/1000*76.45+Q139/1000,=O139/1000*18.91+P139/1000*76.45+Q139/1000,=(N139+R139)*H139,=(N139+R139)*H139,=O139/1000*H139,=O139/1000*H139,=P139*H139,=P139*H139,=R139*H139,=R139*H139,"=IFERROR(VLOOKUP($C139,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C139,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C139,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C139,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C139,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C139,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,140,6608442966,,组合式充电插座线束总成,,K03005541,,AC接地端子,,N,,A03101932,,,,1,,PCS,,丰迪/荣盛达,,★,,,,"=IFERROR(VLOOKUP($C140,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C140,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C140,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C140,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C140,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C140,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C140,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C140,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C140,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C140,二次物料明细!$A:$O,12,0),0)",=O140/1000*18.91+P140/1000*76.45+Q140/1000,=O140/1000*18.91+P140/1000*76.45+Q140/1000,=(N140+R140)*H140,=(N140+R140)*H140,=O140/1000*H140,=O140/1000*H140,=P140*H140,=P140*H140,=R140*H140,=R140*H140,"=IFERROR(VLOOKUP($C140,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C140,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C140,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C140,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C140,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C140,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,141,6608442966,,组合式充电插座线束总成,,10106880,,接地热缩管,,N,,A04032364,,,,2,,PCS,,深圳宏商/长春海达,,★,,,,"=IFERROR(VLOOKUP($C141,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C141,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C141,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C141,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C141,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C141,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C141,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C141,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C141,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C141,二次物料明细!$A:$O,12,0),0)",=O141/1000*18.91+P141/1000*76.45+Q141/1000,=O141/1000*18.91+P141/1000*76.45+Q141/1000,=(N141+R141)*H141,=(N141+R141)*H141,=O141/1000*H141,=O141/1000*H141,=P141*H141,=P141*H141,=R141*H141,=R141*H141,"=IFERROR(VLOOKUP($C141,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C141,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C141,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C141,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C141,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C141,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,142,6608442966,,组合式充电插座线束总成,,FHLALR2G/120.0/橙,,120mm²单芯非屏蔽铝导线,,N,,A01101891,,,,2.75,,M,,太平洋/鑫宏业/斯普乐,,★,,,,"=IFERROR(VLOOKUP($C142,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C142,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C142,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C142,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C142,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C142,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C142,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C142,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C142,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C142,二次物料明细!$A:$O,12,0),0)",=O142/1000*18.91+P142/1000*76.45+Q142/1000,=O142/1000*18.91+P142/1000*76.45+Q142/1000,=(N142+R142)*H142,=(N142+R142)*H142,=O142/1000*H142,=O142/1000*H142,=P142*H142,=P142*H142,=R142*H142,=R142*H142,"=IFERROR(VLOOKUP($C142,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C142,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C142,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C142,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C142,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C142,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,143,6608442966,,组合式充电插座线束总成,,FHLALR91X/6.0/橙,,6mm²单芯非屏蔽铝导线,,N,,/,,,,2.86,,M,,鑫宏业/斯普乐,,★,,,,"=IFERROR(VLOOKUP($C143,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C143,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C143,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C143,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C143,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C143,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C143,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C143,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C143,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C143,二次物料明细!$A:$O,12,0),0)",=O143/1000*18.91+P143/1000*76.45+Q143/1000,=O143/1000*18.91+P143/1000*76.45+Q143/1000,=(N143+R143)*H143,=(N143+R143)*H143,=O143/1000*H143,=O143/1000*H143,=P143*H143,=P143*H143,=R143*H143,=R143*H143,"=IFERROR(VLOOKUP($C143,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C143,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C143,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C143,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C143,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C143,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,144,6608442966,,组合式充电插座线束总成,,FHL91X/6.0/黄绿,,6mm²单芯铜导线,,N,,A01101944,,,,0.23,,M,,鑫宏业/斯普乐,,★,,,,"=IFERROR(VLOOKUP($C144,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C144,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C144,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C144,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C144,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C144,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C144,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C144,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C144,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C144,二次物料明细!$A:$O,12,0),0)",=O144/1000*18.91+P144/1000*76.45+Q144/1000,=O144/1000*18.91+P144/1000*76.45+Q144/1000,=(N144+R144)*H144,=(N144+R144)*H144,=O144/1000*H144,=O144/1000*H144,=P144*H144,=P144*H144,=R144*H144,=R144*H144,"=IFERROR(VLOOKUP($C144,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C144,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C144,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C144,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C144,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C144,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,145,6608442966,,组合式充电插座线束总成,,FHL91X/5.0/黄绿,,5mm²单芯铜导线,,N,,/,,,,0.25,,M,,鑫宏业/斯普乐,,★,,,,"=IFERROR(VLOOKUP($C145,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C145,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C145,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C145,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C145,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C145,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C145,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C145,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C145,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C145,二次物料明细!$A:$O,12,0),0)",=O145/1000*18.91+P145/1000*76.45+Q145/1000,=O145/1000*18.91+P145/1000*76.45+Q145/1000,=(N145+R145)*H145,=(N145+R145)*H145,=O145/1000*H145,=O145/1000*H145,=P145*H145,=P145*H145,=R145*H145,=R145*H145,"=IFERROR(VLOOKUP($C145,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C145,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C145,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C145,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C145,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C145,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,146,6608442966,,组合式充电插座线束总成,,FLRY-B/0.5/黑,,低压导线,,N,,A01011796,,,,9.9,,M,,福斯,,★,,,,"=IFERROR(VLOOKUP($C146,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C146,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C146,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C146,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C146,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C146,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C146,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C146,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C146,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C146,二次物料明细!$A:$O,12,0),0)",=O146/1000*18.91+P146/1000*76.45+Q146/1000,=O146/1000*18.91+P146/1000*76.45+Q146/1000,=(N146+R146)*H146,=(N146+R146)*H146,=O146/1000*H146,=O146/1000*H146,=P146*H146,=P146*H146,=R146*H146,=R146*H146,"=IFERROR(VLOOKUP($C146,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C146,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C146,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C146,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C146,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C146,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,147,6608442966,,组合式充电插座线束总成,,LG3305D012B,,12OR橙色波纹管,,N,,A04101161,,,,1.2,,M,,骏鼎达/诗兰姆,,★,,,,"=IFERROR(VLOOKUP($C147,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C147,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C147,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C147,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C147,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C147,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C147,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C147,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C147,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C147,二次物料明细!$A:$O,12,0),0)",=O147/1000*18.91+P147/1000*76.45+Q147/1000,=O147/1000*18.91+P147/1000*76.45+Q147/1000,=(N147+R147)*H147,=(N147+R147)*H147,=O147/1000*H147,=O147/1000*H147,=P147*H147,=P147*H147,=R147*H147,=R147*H147,"=IFERROR(VLOOKUP($C147,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C147,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C147,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C147,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C147,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C147,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,148,6608442966,,组合式充电插座线束总成,,SCS2165A019,,19OR橙色编织套管,,N,,A04101671,,,,2.25,,M,,骏鼎达/明鑫,,★,,,,"=IFERROR(VLOOKUP($C148,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C148,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C148,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C148,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C148,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C148,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C148,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C148,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C148,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C148,二次物料明细!$A:$O,12,0),0)",=O148/1000*18.91+P148/1000*76.45+Q148/1000,=O148/1000*18.91+P148/1000*76.45+Q148/1000,=(N148+R148)*H148,=(N148+R148)*H148,=O148/1000*H148,=O148/1000*H148,=P148*H148,=P148*H148,=R148*H148,=R148*H148,"=IFERROR(VLOOKUP($C148,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C148,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C148,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C148,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C148,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C148,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,149,6608442966,,组合式充电插座线束总成,,LY5016019-OR2,,橙色布基胶带,,N,,A04101159,,,,5,,M,,联益,,★,,,,"=IFERROR(VLOOKUP($C149,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C149,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C149,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C149,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C149,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C149,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C149,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C149,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C149,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C149,二次物料明细!$A:$O,12,0),0)",=O149/1000*18.91+P149/1000*76.45+Q149/1000,=O149/1000*18.91+P149/1000*76.45+Q149/1000,=(N149+R149)*H149,=(N149+R149)*H149,=O149/1000*H149,=O149/1000*H149,=P149*H149,=P149*H149,=R149*H149,=R149*H149,"=IFERROR(VLOOKUP($C149,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C149,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C149,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C149,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C149,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C149,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,150,6608442966,,组合式充电插座线束总成,,LY5016019,,黑色布基胶带,,N,,A04030943,,,,1.66,,M,,联益,,★,,,,"=IFERROR(VLOOKUP($C150,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C150,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C150,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C150,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C150,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C150,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C150,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C150,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C150,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C150,二次物料明细!$A:$O,12,0),0)",=O150/1000*18.91+P150/1000*76.45+Q150/1000,=O150/1000*18.91+P150/1000*76.45+Q150/1000,=(N150+R150)*H150,=(N150+R150)*H150,=O150/1000*H150,=O150/1000*H150,=P150*H150,=P150*H150,=R150*H150,=R150*H150,"=IFERROR(VLOOKUP($C150,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C150,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C150,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C150,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C150,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C150,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,151,6608442966,,组合式充电插座线束总成,,P111W0192510002,,橙色PVC胶带,,N,,A04101670,,,,4.5,,M,,亚化,,★,,,,"=IFERROR(VLOOKUP($C151,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C151,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C151,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C151,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C151,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C151,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C151,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C151,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C151,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C151,二次物料明细!$A:$O,12,0),0)",=O151/1000*18.91+P151/1000*76.45+Q151/1000,=O151/1000*18.91+P151/1000*76.45+Q151/1000,=(N151+R151)*H151,=(N151+R151)*H151,=O151/1000*H151,=O151/1000*H151,=P151*H151,=P151*H151,=R151*H151,=R151*H151,"=IFERROR(VLOOKUP($C151,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C151,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C151,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C151,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C151,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C151,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,152,6608442966,,组合式充电插座线束总成,,6211015110AL,,防水泥,,N,,A04010396,,,,3,,PCS,,DSG/凯密科,,★,,,,"=IFERROR(VLOOKUP($C152,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C152,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C152,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C152,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C152,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C152,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C152,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C152,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C152,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C152,二次物料明细!$A:$O,12,0),0)",=O152/1000*18.91+P152/1000*76.45+Q152/1000,=O152/1000*18.91+P152/1000*76.45+Q152/1000,=(N152+R152)*H152,=(N152+R152)*H152,=O152/1000*H152,=O152/1000*H152,=P152*H152,=P152*H152,=R152*H152,=R152*H152,"=IFERROR(VLOOKUP($C152,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C152,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C152,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C152,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C152,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C152,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,153,6608442966,,组合式充电插座线束总成,,E281-HB-01,,塑料护板上盖,,N,,/,,,,1,,PCS,,博昊/天久/华凯,,★,,,,"=IFERROR(VLOOKUP($C153,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C153,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C153,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C153,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C153,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C153,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C153,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C153,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C153,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C153,二次物料明细!$A:$O,12,0),0)",=O153/1000*18.91+P153/1000*76.45+Q153/1000,=O153/1000*18.91+P153/1000*76.45+Q153/1000,=(N153+R153)*H153,=(N153+R153)*H153,=O153/1000*H153,=O153/1000*H153,=P153*H153,=P153*H153,=R153*H153,=R153*H153,"=IFERROR(VLOOKUP($C153,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C153,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C153,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C153,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C153,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C153,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
